,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000486,3915.191888,-0.072062866,0.276490019,-0.2606346,0.794374305,0.961339757
ENSMUSG00000001249,40.66225596,0.140528128,0.541556972,0.259489094,0.795257896,0.961339757
ENSMUSG00000002635,226.261514,0.057188658,0.220855156,0.258941917,0.795680055,0.961339757
ENSMUSG00000006418,2534.815007,0.033827045,0.129932817,0.260342584,0.794599527,0.961339757
ENSMUSG00000007041,2147.151918,0.036425283,0.140664533,0.258951441,0.795672707,0.961339757
ENSMUSG00000007777,26.63900338,0.112233666,0.431233354,0.260262026,0.794661663,0.961339757
ENSMUSG00000019777,937.8402409,0.049847818,0.191801698,0.259892474,0.794946717,0.961339757
ENSMUSG00000022360,1648.081143,-0.059837539,0.230518283,-0.259578278,0.795189094,0.961339757
ENSMUSG00000022890,651.0835769,-0.049900279,0.193275703,-0.258181851,0.796266564,0.961339757
ENSMUSG00000024949,9070.848945,0.028442586,0.109939585,0.258711056,0.795858188,0.961339757
ENSMUSG00000027300,102.1931857,-0.092712532,0.356461239,-0.260091481,0.794793209,0.961339757
ENSMUSG00000027763,18735.78591,0.035216656,0.136437106,0.258116409,0.796317068,0.961339757
ENSMUSG00000029534,196.2511883,0.047385991,0.183491891,0.258245698,0.796217291,0.961339757
ENSMUSG00000032512,1326.225004,0.036809002,0.142480345,0.258344416,0.79614111,0.961339757
ENSMUSG00000033478,1060.704233,-0.063410348,0.245368564,-0.25842898,0.796075853,0.961339757
ENSMUSG00000035495,357.108449,-0.05594528,0.216062441,-0.258931075,0.795688421,0.961339757
ENSMUSG00000038023,998.2085415,-0.050226518,0.194590108,-0.258114445,0.796318583,0.961339757
ENSMUSG00000042700,2228.322086,-0.063854638,0.246233811,-0.259325225,0.795384319,0.961339757
ENSMUSG00000053835,190.5295663,-0.065651172,0.252474855,-0.260030535,0.79484022,0.961339757
ENSMUSG00000068130,19.87013593,-0.132288884,0.512334159,-0.258208207,0.796246225,0.961339757
ENSMUSG00000073481,702.9941437,-0.055658528,0.214179742,-0.259868312,0.794965355,0.961339757
ENSMUSG00000080364,17.36177513,0.142224695,0.549245194,0.258945725,0.795677117,0.961339757
ENSMUSG00000090397,33.37799053,0.098240864,0.378172938,0.259777616,0.795035318,0.961339757
ENSMUSG00000096039,19.21561425,-0.132061066,0.510329806,-0.258775921,0.795808137,0.961339757
ENSMUSG00000105987,1036.059341,-0.070747095,0.273619991,-0.258559671,0.795975003,0.961339757
ENSMUSG00000113491,81.93566475,-0.094886955,0.36467135,-0.260198545,0.794710626,0.961339757
ENSMUSG00000113898,25.09290613,-0.123515783,0.476141196,-0.259409989,0.795318923,0.961339757
ENSMUSG00000114536,43.6897943,0.086912091,0.335750464,0.258859183,0.795743892,0.961339757
ENSMUSG00000019088,80.23318753,-0.069530365,0.269708814,-0.257797895,0.796562889,0.961466369
ENSMUSG00000030616,805.5517575,0.074154902,0.28767085,0.257776906,0.796579088,0.961466369
ENSMUSG00000029097,120.226174,-0.077670114,0.301539595,-0.257578493,0.79673223,0.96155728
ENSMUSG00000003039,1221.721225,0.035740008,0.139294067,0.256579542,0.79750337,0.961573508
ENSMUSG00000005233,32.51430136,-0.131014733,0.510873987,-0.256452151,0.797601723,0.961573508
ENSMUSG00000022982,4461.337645,0.061457073,0.239318813,0.256800006,0.797333165,0.961573508
ENSMUSG00000024335,7175.728415,-0.039424381,0.153558647,-0.25673827,0.797380826,0.961573508
ENSMUSG00000028470,134.4483423,0.060667414,0.235847099,0.25723197,0.796999705,0.961573508
ENSMUSG00000032293,1197.494158,0.051874102,0.20220621,0.256540597,0.797533437,0.961573508
ENSMUSG00000032409,443.0095985,0.046532117,0.180837173,0.257314997,0.796935616,0.961573508
ENSMUSG00000033684,733.5462593,0.038490105,0.149858098,0.256843679,0.79729945,0.961573508
ENSMUSG00000037355,291.8393862,-0.052333165,0.203697059,-0.256916643,0.797243122,0.961573508
ENSMUSG00000047409,41.52484405,-0.119235141,0.463329827,-0.257343977,0.796913246,0.961573508
ENSMUSG00000078502,183.9481967,-0.063462452,0.246916141,-0.257020265,0.79716313,0.961573508
ENSMUSG00000033020,220.6814911,0.059996279,0.234150088,0.256230008,0.797773239,0.961686453
ENSMUSG00000021067,429.641865,-0.058587293,0.229115271,-0.25571099,0.798174008,0.961725412
ENSMUSG00000022682,807.7167192,0.035099694,0.137132014,0.255955503,0.797985196,0.961725412
ENSMUSG00000046111,495.1201672,0.047642211,0.186244458,0.255804719,0.79810163,0.961725412
ENSMUSG00000059430,129.01915,0.156401582,0.611916065,0.255593195,0.798264974,0.961725412
ENSMUSG00000086826,46.63691882,-0.095617098,0.374113152,-0.255583364,0.798272566,0.961725412
ENSMUSG00000116802,109.8486226,0.056490728,0.22078037,0.255868438,0.798052427,0.961725412
ENSMUSG00000000823,544.4280725,-0.054251162,0.212842519,-0.254888742,0.798809032,0.961779053
ENSMUSG00000002221,765.7498169,0.039703603,0.15561563,0.255138915,0.798615808,0.961779053
ENSMUSG00000014551,172.87086,0.06330645,0.248984738,0.254258356,0.79929597,0.961779053
ENSMUSG00000033808,1076.768177,0.03639066,0.143140918,0.25422961,0.799318177,0.961779053
ENSMUSG00000035530,8199.263197,-0.066447193,0.26091381,-0.254671048,0.79897718,0.961779053
ENSMUSG00000037204,715.7786593,0.07870026,0.309826362,0.254014086,0.799484676,0.961779053
ENSMUSG00000038784,819.3376647,0.046031949,0.181182794,0.25406358,0.799446439,0.961779053
ENSMUSG00000038871,256.645139,0.044262152,0.17392022,0.254496871,0.799111721,0.961779053
ENSMUSG00000039069,234.4905776,-0.073406477,0.288871077,-0.254115013,0.799406705,0.961779053
ENSMUSG00000042496,525.411591,-0.038293128,0.150467111,-0.254495001,0.799113166,0.961779053
ENSMUSG00000056091,29.1995331,0.123567605,0.484930394,0.254815137,0.798865884,0.961779053
ENSMUSG00000058900,143.8872515,0.057856083,0.227593518,0.254207956,0.799334904,0.961779053
ENSMUSG00000062380,21.62783649,-0.116423515,0.457659682,-0.254388838,0.799195173,0.961779053
ENSMUSG00000075707,41.74731637,-0.13742062,0.540335736,-0.254324508,0.799244867,0.961779053
ENSMUSG00000078453,439.3356642,-0.072556244,0.284065295,-0.255421007,0.798397948,0.961779053
ENSMUSG00000052369,87.49773634,-0.072076587,0.283894988,-0.253884676,0.799584653,0.961805683
ENSMUSG00000028030,229.7701654,0.065303018,0.257332476,0.253769049,0.799673986,0.961819505
ENSMUSG00000029561,123.5569768,-0.07839325,0.309122612,-0.25359921,0.799805207,0.961883701
ENSMUSG00000030291,187.128259,0.04652028,0.183675563,0.253274193,0.800056337,0.961998453
ENSMUSG00000052271,16.93876542,-0.155088503,0.61218064,-0.25333781,0.80000718,0.961998453
ENSMUSG00000034438,800.5528547,0.051845868,0.204818842,0.253130365,0.800167475,0.962038466
ENSMUSG00000010554,434.7560192,0.036342302,0.144228841,0.251976663,0.801059102,0.962341137
ENSMUSG00000018415,378.3763389,-0.054628786,0.216711554,-0.252080632,0.80097874,0.962341137
ENSMUSG00000022774,272.25469,-0.053554648,0.211983562,-0.252635854,0.800549621,0.962341137
ENSMUSG00000036371,6172.819817,-0.03817803,0.151461291,-0.252064601,0.800991131,0.962341137
ENSMUSG00000037608,3430.288602,-0.030111897,0.119540209,-0.251897646,0.801120179,0.962341137
ENSMUSG00000037960,259.6643338,0.052793861,0.209539901,0.251951351,0.801078667,0.962341137
ENSMUSG00000042185,1726.973695,-0.031426172,0.124412557,-0.25259646,0.800580066,0.962341137
ENSMUSG00000047407,7437.423691,0.055272272,0.219103548,0.252265525,0.800835833,0.962341137
ENSMUSG00000076437,224.439896,0.066485456,0.263632872,0.25218955,0.800894555,0.962341137
ENSMUSG00000044763,415.9994849,0.041794872,0.166081736,0.251652424,0.801309733,0.962384791
ENSMUSG00000060803,601.7685058,0.078699182,0.312733798,0.251649109,0.801312296,0.962384791
ENSMUSG00000001998,366.9647014,-0.066061585,0.262875265,-0.25130392,0.801579145,0.962424634
ENSMUSG00000024726,258.5235106,0.064078749,0.254811208,0.251475396,0.801446583,0.962424634
ENSMUSG00000033589,604.445781,0.039773116,0.158214415,0.251387433,0.801514583,0.962424634
ENSMUSG00000021819,2431.652551,-0.055271756,0.220418953,-0.250757727,0.802001427,0.962520547
ENSMUSG00000024695,1972.887643,-0.02942923,0.117494905,-0.250472394,0.802222051,0.962520547
ENSMUSG00000027219,1616.683083,-0.050205615,0.200505997,-0.250394581,0.80228222,0.962520547
ENSMUSG00000030319,216.5327414,0.073509752,0.293253788,0.250669402,0.80206972,0.962520547
ENSMUSG00000031165,1314.021924,-0.037617957,0.150128254,-0.250572132,0.80214493,0.962520547
ENSMUSG00000045594,352.6238131,0.043630914,0.174159287,0.250523039,0.80218289,0.962520547
ENSMUSG00000059689,87.6679081,-0.077750472,0.310493299,-0.250409501,0.802270683,0.962520547
ENSMUSG00000085438,2222.311536,-0.075577451,0.301046461,-0.251049127,0.801776127,0.962520547
ENSMUSG00000004947,717.8935203,0.032182114,0.128631542,0.25018836,0.802441686,0.962607323
ENSMUSG00000026049,246.2655975,0.062996902,0.251887304,0.250099552,0.802510362,0.962607323
ENSMUSG00000021615,87.190192,-0.07895631,0.316363602,-0.249574572,0.802916365,0.962627073
ENSMUSG00000022329,70.4048057,-0.068876581,0.27569125,-0.249832308,0.802717034,0.962627073
ENSMUSG00000029238,530.7223854,-0.045268821,0.181255852,-0.249750946,0.802779957,0.962627073
ENSMUSG00000035842,407.8160956,-0.05020526,0.200849198,-0.249964951,0.802614454,0.962627073
ENSMUSG00000085977,23.99867677,-0.121959464,0.488606303,-0.249606818,0.802891426,0.962627073
ENSMUSG00000104293,20.38512637,0.180108422,0.722383899,0.249325077,0.803109335,0.962765008
ENSMUSG00000009907,2223.919615,0.039424676,0.158389184,0.248910155,0.80343028,0.962913397
ENSMUSG00000024911,576.3722809,0.052593869,0.211422387,0.248762062,0.803544839,0.962913397
ENSMUSG00000063450,328.6091725,0.045536919,0.182838725,0.249055112,0.803318151,0.962913397
ENSMUSG00000085823,74.70164075,-0.073991746,0.297411565,-0.248785706,0.803526549,0.962913397
ENSMUSG00000002028,9065.66546,-0.075528085,0.304175939,-0.248303944,0.803899248,0.963240777
ENSMUSG00000065611,18.99955926,-0.174587249,0.703392636,-0.248207388,0.80397395,0.963240777
ENSMUSG00000028837,823.5638703,0.063571308,0.256365033,0.247971836,0.804156198,0.96327232
ENSMUSG00000057322,3308.141673,-0.079000707,0.318514253,-0.248028796,0.804112127,0.96327232
ENSMUSG00000030286,1002.590507,-0.032979238,0.133167435,-0.247652425,0.804403345,0.963331838
ENSMUSG00000039316,830.6202211,-0.046921583,0.189464185,-0.247654102,0.804402047,0.963331838
ENSMUSG00000071862,20.62221204,0.131773362,0.532191116,0.24760534,0.804439779,0.963331838
ENSMUSG00000001305,195.6796695,-0.120342869,0.486483709,-0.247372864,0.804619673,0.963360531
ENSMUSG00000030691,597.3999847,-0.038057257,0.153807878,-0.247433731,0.804572572,0.963360531
ENSMUSG00000050192,255.68633,-0.063623521,0.257448949,-0.24713063,0.804807129,0.963491608
ENSMUSG00000030287,2802.142427,0.064653358,0.261751191,0.24700311,0.804905817,0.9635164
ENSMUSG00000042396,1310.197721,-0.035306387,0.143041312,-0.246826503,0.805042498,0.963586662
ENSMUSG00000001017,3434.300755,0.027099781,0.110315894,0.245656176,0.805948399,0.963598971
ENSMUSG00000005312,2606.734464,0.033529194,0.136121001,0.246319035,0.805435276,0.963598971
ENSMUSG00000014418,713.9418413,-0.033384136,0.135714117,-0.245988672,0.805691002,0.963598971
ENSMUSG00000020282,28.30025309,-0.105069019,0.426737696,-0.246214525,0.805516172,0.963598971
ENSMUSG00000020573,425.3092511,0.057247916,0.232140593,0.246608814,0.805210983,0.963598971
ENSMUSG00000035596,1179.279287,-0.040340098,0.163788646,-0.24629362,0.805454948,0.963598971
ENSMUSG00000035725,1360.271449,0.033465058,0.136311945,0.245503492,0.806066604,0.963598971
ENSMUSG00000039356,363.7077205,-0.066831206,0.27185554,-0.245833524,0.805811105,0.963598971
ENSMUSG00000041881,394.199349,0.062511032,0.254345508,0.245772107,0.80585865,0.963598971
ENSMUSG00000043923,361.1472983,0.052348162,0.212606143,0.246221304,0.805510925,0.963598971
ENSMUSG00000047996,29.1893891,0.123294969,0.501398487,0.245902156,0.805757974,0.963598971
ENSMUSG00000068040,615.4590891,0.040316772,0.164186324,0.245554997,0.80602673,0.963598971
ENSMUSG00000074578,686.4075493,-0.067176271,0.273564284,-0.245559361,0.806023351,0.963598971
ENSMUSG00000075555,56.33429533,-0.114467355,0.466470271,-0.245390462,0.806154114,0.963610354
ENSMUSG00000110631,590.5431592,0.097692914,0.398368962,0.245232243,0.806276612,0.963663554
ENSMUSG00000004565,753.5892414,-0.072015703,0.294671702,-0.244393006,0.806926458,0.963694777
ENSMUSG00000014496,596.8198391,-0.036260423,0.148545884,-0.244102512,0.807151427,0.963694777
ENSMUSG00000014763,820.3225297,0.035879493,0.146699249,0.244578573,0.806782756,0.963694777
ENSMUSG00000015289,81.98145804,0.068530562,0.280200124,0.2445772,0.80678382,0.963694777
ENSMUSG00000020359,274.621027,0.052701396,0.216444945,0.243486379,0.807628635,0.963694777
ENSMUSG00000026349,2112.983009,0.047045305,0.19228491,0.244664573,0.806716161,0.963694777
ENSMUSG00000027905,437.5459199,0.051196646,0.210156315,0.24361222,0.807531163,0.963694777
ENSMUSG00000028018,171.6200009,0.053722436,0.220390785,0.2437599,0.807416779,0.963694777
ENSMUSG00000031393,1183.043751,-0.070719368,0.290100716,-0.243775227,0.807404908,0.963694777
ENSMUSG00000032212,2632.548833,0.034089219,0.139638477,0.24412483,0.807134143,0.963694777
ENSMUSG00000037275,421.5715468,-0.040596429,0.166047495,-0.244486852,0.806853783,0.963694777
ENSMUSG00000039055,18.78850508,0.119989344,0.49023868,0.244756991,0.806644598,0.963694777
ENSMUSG00000039128,428.0387964,-0.040928115,0.167690911,-0.244068776,0.807177555,0.963694777
ENSMUSG00000043061,307.3198216,-0.044430371,0.182223915,-0.243822944,0.807367949,0.963694777
ENSMUSG00000045752,248.9095895,-0.040432706,0.164992402,-0.245057985,0.806411534,0.963694777
ENSMUSG00000070733,7547.512156,0.092435141,0.378712079,0.244077616,0.807170709,0.963694777
ENSMUSG00000081603,320.6270042,-0.060491023,0.248419134,-0.24350388,0.807615079,0.963694777
ENSMUSG00000055452,87.09209604,-0.086109203,0.354219496,-0.243095605,0.807931336,0.96396288
ENSMUSG00000019132,9013.005407,0.026196483,0.1091383,0.240030156,0.810306879,0.963994148
ENSMUSG00000021273,326.3299093,-0.04183112,0.173691511,-0.240835718,0.809682446,0.963994148
ENSMUSG00000022299,385.5672864,-0.043710862,0.181135837,-0.241315372,0.809310698,0.963994148
ENSMUSG00000026000,332.3836201,-0.054586374,0.226309685,-0.241202113,0.809398473,0.963994148
ENSMUSG00000026718,301.4284986,-0.04315007,0.179680082,-0.240149436,0.810214411,0.963994148
ENSMUSG00000026987,672.2365585,-0.071847013,0.296190687,-0.242570129,0.808338424,0.963994148
ENSMUSG00000028779,534.8492902,-0.041829258,0.173592646,-0.240962154,0.809584449,0.963994148
ENSMUSG00000028843,1884.333235,0.041032173,0.170830201,0.240192732,0.810180847,0.963994148
ENSMUSG00000028899,350.153708,-0.055741552,0.229740349,-0.242628482,0.808293215,0.963994148
ENSMUSG00000030284,121.314652,0.056245543,0.232269529,0.242156356,0.808659011,0.963994148
ENSMUSG00000031378,538.8928922,0.046923476,0.193605638,0.242366267,0.80849637,0.963994148
ENSMUSG00000031592,1278.333443,0.045477567,0.18909992,0.240494905,0.809946612,0.963994148
ENSMUSG00000031862,2013.075264,0.027303374,0.113700817,0.240133493,0.81022677,0.963994148
ENSMUSG00000031934,1118.083475,0.0450119,0.186605081,0.241214764,0.809388669,0.963994148
ENSMUSG00000033819,453.13789,0.085484354,0.3553467,0.240566056,0.809891461,0.963994148
ENSMUSG00000034064,330.95271,-0.054003064,0.223593872,-0.241523005,0.809149788,0.963994148
ENSMUSG00000036339,284.7863129,-0.060460916,0.249683787,-0.242149949,0.808663976,0.963994148
ENSMUSG00000038663,67.52363812,-0.074728983,0.310935217,-0.240336183,0.810069647,0.963994148
ENSMUSG00000038708,1753.246931,0.033240957,0.137985058,0.24090258,0.809630622,0.963994148
ENSMUSG00000039577,71.50506772,0.13010551,0.538625645,0.241550901,0.80912817,0.963994148
ENSMUSG00000040865,3597.441624,0.05730286,0.237253964,0.241525404,0.809147929,0.963994148
ENSMUSG00000047554,283.2478587,0.036437424,0.151120752,0.241114626,0.809466277,0.963994148
ENSMUSG00000049739,1735.863412,-0.050717586,0.209015012,-0.242650448,0.808276197,0.963994148
ENSMUSG00000049858,767.8961196,0.045487043,0.189154269,0.240475902,0.809961343,0.963994148
ENSMUSG00000051234,520.4382456,0.059337845,0.245355229,0.241844632,0.808900554,0.963994148
ENSMUSG00000054065,957.7257553,0.032723284,0.136380626,0.239940853,0.81037611,0.963994148
ENSMUSG00000054648,1283.309415,0.044226454,0.182918213,0.241782671,0.808948567,0.963994148
ENSMUSG00000057596,283.2446306,0.056928559,0.234382719,0.242887186,0.808092793,0.963994148
ENSMUSG00000061578,204.3434654,-0.122692156,0.508861582,-0.241111062,0.809469039,0.963994148
ENSMUSG00000085063,16.20543334,0.140478354,0.580669536,0.241924786,0.808838444,0.963994148
ENSMUSG00000113432,32.16122745,0.0983905,0.409849499,0.240064951,0.810279905,0.963994148
ENSMUSG00000025875,44.59781106,-0.10769551,0.449254131,-0.239720688,0.810546796,0.964104371
ENSMUSG00000022779,797.9223992,0.047396763,0.197974468,0.23940846,0.810788871,0.964113876
ENSMUSG00000025793,1001.367007,0.052394712,0.218784733,0.239480658,0.810732892,0.964113876
ENSMUSG00000048707,406.2875,0.052774887,0.220386011,0.239465685,0.810744502,0.964113876
ENSMUSG00000022488,3754.084876,0.030949428,0.129560154,0.238880757,0.811198047,0.964342261
ENSMUSG00000037296,289.1310743,0.050569637,0.211713518,0.238858799,0.811215074,0.964342261
ENSMUSG00000040269,102.2680359,0.137262229,0.574212346,0.239044371,0.811071177,0.964342261
ENSMUSG00000022663,535.926396,0.042212138,0.177032613,0.238442719,0.811537738,0.964417845
ENSMUSG00000024687,1404.590087,-0.034139166,0.143077301,-0.238606443,0.811410768,0.964417845
ENSMUSG00000031683,371.358288,-0.05187184,0.217606759,-0.238374212,0.811590867,0.964417845
ENSMUSG00000107509,24.96238458,0.105242708,0.441339082,0.238462245,0.811522595,0.964417845
ENSMUSG00000084329,29.98476744,0.119853995,0.503551014,0.238017583,0.811867457,0.964653745
ENSMUSG00000052675,15.77312266,-0.176758451,0.743287876,-0.237806181,0.812031424,0.964755796
ENSMUSG00000027797,16.90512511,0.136191702,0.573807219,0.237347488,0.812387224,0.964992938
ENSMUSG00000042557,1838.208103,-0.054494464,0.229535283,-0.237412148,0.812337066,0.964992938
ENSMUSG00000014355,2233.939858,0.048464692,0.204888851,0.236541381,0.813012601,0.965201241
ENSMUSG00000021583,1137.128095,0.030496171,0.128909515,0.236570361,0.812990116,0.965201241
ENSMUSG00000025487,980.2661725,0.031098302,0.131799281,0.235951987,0.813469927,0.965201241
ENSMUSG00000030495,135.1235092,0.249682662,1.05781108,0.236037102,0.81340388,0.965201241
ENSMUSG00000032350,1101.884855,0.044729678,0.189572565,0.235950168,0.813471339,0.965201241
ENSMUSG00000042632,183.7683714,0.044695044,0.189116876,0.236335567,0.81317229,0.965201241
ENSMUSG00000050846,143.0120232,-0.059859092,0.253477591,-0.236151415,0.813315178,0.965201241
ENSMUSG00000052085,3825.197644,-0.042510959,0.180180782,-0.235935033,0.813483083,0.965201241
ENSMUSG00000062949,621.0177854,-0.067271502,0.284218152,-0.236689674,0.812897546,0.965201241
